submission,_elapsed,ip_address,user_agent,orig,userid,lastupdated,mygroup,status,om1,om2,sl1,sl2,sl3,sl4,topic,numcompleted,teacher,typedelib,uniqueid,pips1,pips2,pips3,pips4,similar,pips5
1,62768,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.127 Safari/537.36",1622920,1622920,1548790855,,,63,33,53,79,28,50,4,2,25,3,C02042002,43,63,50,65,38,50
1,15724,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.127 Safari/537.36",1622909,1622909,1548792808,,,50,50,50,50,50,50,4,2,25,3,a05222000,50,50,50,50,50,50
1,116035,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.127 Safari/537.36",1622898,1622898,1548792855,,,100,100,93,100,87,100,4,2,25,3,j12262004,100,2,95,96,50,12
1,124023,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.59.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.94 Safari/537.36",1622905,1622905,1548792874,,,58,57,63,78,59,76,4,2,25,3,s01312005,86,35,50,64,63,50
1,73778,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.127 Safari/537.36",1622915,1622915,1548792889,,,68,27,78,82,31,70,4,2,25,3,n07172004,75,84,58,75,24,69
1,146636,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.59.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.94 Safari/537.36",1622910,1622910,1548790892,,,76,0,0,100,100,0,4,3,25,3,j06092002,0,100,0,0,100,100
1,135683,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.59.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.94 Safari/537.36",1622911,1622911,1548792875,,,88,67,74,91,70,89,4,2,25,3,m03112005,73,2,70,74,70,38
1,102878,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.127 Safari/537.36",1622916,1622916,1548792849,,,59,63,58,53,60,52,4,2,25,3,"L, 072304",50,50,54,58,50,50
1,70531,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.127 Safari/537.36",1622913,1622913,1548792868,,,0,100,100,0,100,100,4,2,25,3,j06192005,0,100,100,100,1,100
1,99193,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.127 Safari/537.36",1622906,1622906,1548792817,,,77,83,83,91,100,100,4,2,25,3,T03012005,94,54,100,100,55,50
1,135238,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.127 Safari/537.36",1622919,1622919,1548790912,,,50,50,50,50,50,50,4,1,17,3,Your mom geiy lol,50,50,50,50,50,50
1,78560,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.59.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.94 Safari/537.36",1622918,1622918,1548792845,,,100,100,100,100,100,100,4,2,25,3,M02142005,100,0,69,100,100,61
1,195143,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.59.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.94 Safari/537.36",1622921,1622921,1548791023,,,100,100,100,100,100,100,4,2,25,NULL,b01182005,100,0,100,100,100,100
1,85379,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1622961,1622961,1548792823,,,61,72,72,69,85,85,4,2,25,3,g040605,50,37,66,60,70,41
1,47462,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.127 Safari/537.36",1622964,1622964,1548792834,,,58,42,64,39,78,42,4,2,25,1,c07122004,67,29,53,30,80,73
1,101239,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.59.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.94 Safari/537.36",1622980,1622980,1548793592,,,100,0,100,100,100,100,4,2,25,3,c022805,100,0,49,100,0,50
1,124713,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.127 Safari/537.36",1622978,1622978,1548793607,,,0,0,0,66,0,4,4,2,25,3,l07042004,12,37,100,0,100,0
1,126677,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.127 Safari/537.36",1622979,1622979,1548793611,,,62,40,43,54,64,69,4,2,25,3,z04222005,56,78,34,51,78,100
1,132653,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.127 Safari/537.36",1622982,1622982,1548793626,,,50,50,50,50,50,50,4,2,25,3,w03072005,50,50,50,50,50,50
1,85504,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.127 Safari/537.36",1622990,1622990,1548793626,,,61,43,70,34,70,50,4,2,25,3,j112504,65,0,50,50,76,39
1,101460,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.127 Safari/537.36",1622988,1622988,1548793629,,,53,71,99,43,81,50,4,2,25,1,e02142005,80,45,60,100,79,41
1,135672,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.59.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.94 Safari/537.36",1622983,1622983,1548793631,,,76,100,89,84,67,50,4,2,25,3,o12052004,82,24,100,79,35,37
1,126335,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.59.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.94 Safari/537.36",1622985,1622985,1548793638,,,61,45,43,53,36,54,4,2,25,3,J09222004,41,39,58,8,72,70
1,167269,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.127 Safari/537.36",1622981,1622981,1548793659,,,84,97,10,67,0,86,4,2,25,3,J1222003,79,33,66,77,60,100
1,163066,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.127 Safari/537.36",1622984,1622984,1548793661,,,63,53,61,83,50,61,4,2,25,3,r01182005,60,35,67,50,36,50
1,141942,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11021.81.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36",1622986,1622986,1548793661,,,27,21,56,75,69,65,4,2,25,3,A070604,66,33,63,69,100,62
1,100458,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.127 Safari/537.36",1622992,1622992,1548793686,,,100,12,100,100,100,100,4,2,25,3,M01042005,100,0,100,100,28,76
1,186994,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.127 Safari/537.36",1622989,1622989,1548793723,,,57,65,50,82,65,55,4,2,25,1,j080162004,80,6,19,71,36,32
1,204539,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.127 Safari/537.36",1622987,1622987,1548793728,,,30,53,45,14,50,50,4,2,25,2,"c05042005,",55,52,38,53,89,64
1,180845,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.127 Safari/537.36",1622993,1622993,1548793810,,,56,68,77,62,48,46,4,2,25,3,E0100172004,91,50,96,100,79,29
1,355420,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.59.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.94 Safari/537.36",1622977,1622977,1548793837,,,100,71,100,77,76,100,4,2,25,3,G06232002,50,100,100,100,42,89
1,192365,72.215.218.50,"Mozilla/5.0 (X11; CrOS x86_64 11151.59.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.94 Safari/537.36",1622996,1622996,1548793907,,,50,32,50,53,58,51,4,2,25,3,jo4292004,46,46,50,50,50,50
1,124389,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1623297,1623297,1548871706,,,85,69,100,100,50,100,4,3,NULL,1,k10242004,100,3,100,100,31,0
1,181768,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623290,1623290,1548871710,,,100,50,100,100,50,100,4,3,2,1,m04082005,100,0,100,50,100,50
1,154273,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1623295,1623295,1548871712,,,21,30,19,21,0,10,4,3,2,1,j06092002,16,65,0,35,100,100
1,124185,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1623300,1623300,1548871713,,,31,89,32,70,70,56,4,3,2,1,m09212005,42,43,58,79,27,56
1,176941,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623292,1623292,1548871721,,,100,100,100,100,100,100,4,3,2,NULL,a03052005,100,0,100,100,25,100
1,175110,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623294,1623294,1548871729,,,53,50,65,60,60,59,4,3,2,NULL,l02222005,47,53,53,50,59,50
1,198071,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1623291,1623291,1548871741,,,100,75,76,78,87,88,4,3,2,1,c02192005,74,19,100,77,77,77
1,220200,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623289,1623289,1548871744,,,31,45,72,72,50,68,4,3,2,1,m09302005,75,21,100,78,50,50
1,127766,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10718.88.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.118 Safari/537.36",1623306,1623306,1548871757,,,43,55,68,46,69,56,4,3,2,1,l02282005,35,63,17,46,85,88
1,168664,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623302,1623302,1548871761,,,71,84,86,100,100,100,4,3,2,1,r04212005,100,0,74,100,45,50
1,193011,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10718.88.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.118 Safari/537.36",1623296,1623296,1548871772,,,89,70,87,73,60,60,4,3,2,1,c03172005,91,25,0,97,91,75
1,190106,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623298,1623298,1548871773,,,88,86,85,84,50,70,4,3,2,1,h04072005,84,60,100,82,80,50
1,211310,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.78.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.120 Safari/537.36",1623301,1623301,1548871801,,,87,64,81,75,78,84,4,3,2,1,y05102005,89,10,27,100,25,13
1,227562,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1623299,1623299,1548871814,,,100,100,69,93,68,92,6,1,2,1,s09032004,75,0,100,100,0,24
1,182403,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1623308,1623308,1548871824,,,100,100,100,75,30,78,4,3,2,1,w10262004,50,74,0,30,67,100
1,176753,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623309,1623309,1548871825,,,93,100,72,58,39,16,4,3,2,1,v07292004,61,33,80,82,100,17
1,227266,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623303,1623303,1548871838,,,65,58,80,71,62,73,4,3,2,1,n10192004,70,37,52,68,59,57
1,165158,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623315,1623315,1548871919,,,50,50,50,50,50,50,4,3,2,1,a150704,50,50,50,50,50,50
1,267088,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623310,1623310,1548871935,,,50,100,66,64,50,50,4,3,2,1,d03212005,50,50,72,50,74,50
1,248279,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.78.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.120 Safari/537.36",1623314,1623314,1548871973,,,83,55,64,83,84,77,4,3,2,1,a06252005,79,8,57,74,31,23
1,214062,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.78.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.120 Safari/537.36",1623307,1623307,1548871993,,,50,50,65,72,85,70,4,NULL,2,1,g0232005,50,50,50,50,50,50
1,423713,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1623304,1623304,1548872037,,,30,26,38,26,56,29,4,3,2,1,z07182005,94,56,49,100,69,50
1,389544,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623313,1623313,1548872094,,,62,60,50,50,50,50,4,3,2,1,m11212004,50,45,72,64,39,33
1,241186,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623317,1623317,1548872363,,,58,50,66,59,52,65,4,3,2,1,r081104,69,8,67,77,71,38
1,109625,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623355,1623355,1548875995,,,92,82,75,66,66,83,4,3,2,1,b03122005,83,85,100,42,69,41
1,70478,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623356,1623356,1548876120,,,100,57,54,50,50,50,4,3,2,1,z10142004,100,56,100,88,100,62
1,122257,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623360,1623360,1548876072,,,62,61,66,57,63,65,4,3,2,1,d05152005,58,69,61,68,64,70
1,136507,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1623359,1623359,1548876079,,,82,88,88,97,67,94,4,3,2,1,t06112004,100,100,100,92,1,49
1,175439,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623357,1623357,1548876099,,,75,89,78,69,60,59,3,3,2,1,c07202005,100,14,93,81,32,9
1,143920,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623365,1623365,1548876143,,,50,82,100,95,90,94,4,3,2,1,l03072005,90,25,50,94,39,50
1,118060,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623369,1623369,1548876144,,,100,76,100,100,37,75,4,3,2,1,i08052005,100,0,100,100,100,100
1,210936,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623358,1623358,1548876147,,,75,23,98,97,100,78,4,3,2,1,c061204,100,0,6,100,0,100
1,138878,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10718.88.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.118 Safari/537.36",1623366,1623366,1548876153,,,100,100,100,93,87,100,4,3,2,1,a03202005,100,16,100,100,50,37
1,202917,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623362,1623362,1548876182,,,69,63,76,88,72,70,4,3,2,1,h031705,100,17,100,97,76,64
1,177843,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623368,1623368,1548876203,,,72,68,76,74,72,74,4,3,2,NULL,s070405,100,21,78,100,58,50
1,224470,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.78.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.120 Safari/537.36",1623364,1623364,1548876218,,,36,100,62,86,48,96,4,3,2,1,L040505,100,19,95,77,73,20
1,165798,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1623372,1623372,1548876223,,,41,38,97,76,50,94,4,3,2,1,e05052005,81,19,42,51,48,81
1,100381,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1623376,1623376,1548876226,,,100,100,56,100,88,80,4,3,2,1,k04102005,54,7,67,91,69,66
1,190396,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623370,1623370,1548876229,,,92,79,91,100,100,91,4,2,2,1,g05022005,100,0,89,12,12,50
1,177424,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1623373,1623373,1548876247,,,100,100,0,100,100,100,8,3,23,3,2004,100,0,100,100,0,0
1,330103,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623361,1623361,1548876286,,,100,99,77,90,100,86,4,3,2,1,a11082004,94,4,77,100,2,60
1,303856,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623363,1623363,1548876307,,,50,50,65,68,64,50,4,3,2,1,a02212005,59,18,50,57,50,50
1,336296,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623367,1623367,1548876350,,,68,77,96,87,70,83,4,3,2,1,c03212005,73,36,15,72,61,82
1,176923,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1623379,1623379,1548876407,,,55,50,50,50,56,50,4,3,2,1,j08252005,50,35,48,57,58,49
1,261601,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1623381,1623381,1548876556,,,100,100,48,100,50,50,4,NULL,2,1,s03022005,50,0,0,100,0,0
1,494306,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623374,1623374,1548876577,,,82,17,78,85,90,100,4,3,2,1,g05222005,82,16,21,83,90,95
1,371102,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.78.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.120 Safari/537.36",1623380,1623380,1548876640,,,56,100,40,71,94,20,7,2,5,1,K10292004,33,18,50,68,54,20
1,119030,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1623382,1623382,1548876648,,,100,100,50,75,76,100,4,3,2,1,r09172005,67,0,100,67,51,50
1,102555,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1623425,1623425,1548883660,,,100,43,10,56,44,61,4,3,2,1,E12122005,29,71,42,47,78,61
1,134209,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623428,1623428,1548883719,,,100,100,100,100,100,100,4,2,2,3,y09052005,100,0,50,100,39,50
1,114621,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1623435,1623435,1548883734,,,100,0,100,100,100,100,4,3,2,1,j071705,100,0,0,100,0,0
1,130965,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623433,1623433,1548883741,,,0,0,100,70,24,100,4,3,2,1,g07062005,100,36,51,72,100,50
1,160753,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10718.88.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.118 Safari/537.36",1623427,1623427,1548883743,,,90,92,72,63,92,81,4,3,2,1,j12122005,100,0,50,84,50,50
1,177638,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.78.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.120 Safari/537.36",1623426,1623426,1548883754,,,88,67,43,85,85,74,4,3,2,1,i07112005,95,6,94,100,48,50
1,67515,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623432,1623432,1548883851,,,73,50,65,62,34,79,4,3,2,1,D11082004,42,28,63,57,39,35
1,205981,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1623429,1623429,1548883790,,,67,35,75,76,73,34,4,3,2,1,p07072005,29,56,14,49,100,74
1,177413,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623437,1623437,1548883805,,,64,46,68,69,57,70,4,3,2,1,s03172005,88,20,100,76,50,80
1,188556,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623434,1623434,1548883808,,,74,82,81,84,81,77,4,3,2,1,s09242005,49,11,92,90,39,18
1,180942,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1623438,1623438,1548883817,,,42,100,100,88,43,83,4,3,2,1,g11232004,100,15,100,100,93,48
1,95755,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623448,1623448,1548883838,,,100,100,100,100,100,100,4,3,2,1,,100,0,100,100,50,100
1,122721,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623445,1623445,1548883839,,,100,100,100,100,100,100,4,3,2,NULL,j08252005,100,0,100,100,0,0
1,152560,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1623442,1623442,1548883847,,,100,100,100,100,100,100,4,3,2,1,b11262004,100,0,100,100,50,50
1,11091,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623455,1623455,1548883900,,,57,60,56,50,50,62,4,3,2,1,n03282005,71,34,69,70,41,50
1,237632,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10895.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.95 Safari/537.36",1623440,1623440,1548883901,,,87,96,97,95,88,96,4,3,2,1,y12312004,100,4,50,100,17,50
1,282171,166.113.128.70,"Mozilla/5.0 (X11; CrOS armv7l 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1623436,1623436,1548883904,,,100,100,73,100,100,100,4,3,2,1,j01252005,100,0,50,100,0,72
